run_id,question_id,brain,condition,variant,p_yes,mean_bias,corrected_bias,b0,n_trials,n_zero_spike_trials,left_is_yes
90,2026-senate-fl,malecns,er,paraphrase,0.470792,0.419379,-0.058416,0.477795,10,0,1
332,2026-senate-fl,malecns,no_brain,negation,0.499103,0.003472,-0.001794,0.005267,1,0,1
331,2026-senate-fl,malecns,no_brain,original,0.498311,0.001889,-0.003377,0.005267,1,0,1
333,2026-senate-fl,malecns,no_brain,paraphrase,0.497027,-0.000679,-0.005946,0.005267,1,0,1
129,2026-senate-fl,malecns,real,negation,0.496026,-0.103147,-0.007947,-0.0952,10,0,1
126,2026-senate-fl,malecns,real,original,0.499018,-0.097164,-0.001964,-0.0952,10,0,1
132,2026-senate-fl,malecns,real,paraphrase,0.501639,-0.091921,0.003279,-0.0952,10,0,1
97,2026-senate-fl,malecns,rewired,negation,0.491017,0.053916,-0.017967,0.071883,10,0,1
94,2026-senate-fl,malecns,rewired,original,0.505141,0.082166,0.010283,0.071883,10,0,1
100,2026-senate-fl,malecns,rewired,paraphrase,0.494272,0.060428,-0.011455,0.071883,10,0,1
400,2026-senate-ga,n/a,coin,original,1.0,,,,1,0,
23,2026-senate-ga,malecns,er,negation,0.5915,0.294794,-0.183001,0.477795,10,0,0
20,2026-senate-ga,malecns,er,original,0.591768,0.29426,-0.183535,0.477795,10,0,0
24,2026-senate-ga,malecns,er,paraphrase,0.605193,0.267409,-0.210385,0.477795,10,0,0
308,2026-senate-ga,malecns,no_brain,negation,0.508086,-0.010906,-0.016173,0.005267,1,0,0
307,2026-senate-ga,malecns,no_brain,original,0.508249,-0.011232,-0.016498,0.005267,1,0,0
309,2026-senate-ga,malecns,no_brain,paraphrase,0.508023,-0.01078,-0.016046,0.005267,1,0,0
50,2026-senate-ga,malecns,real,negation,0.497192,-0.089585,0.005615,-0.0952,10,0,0
46,2026-senate-ga,malecns,real,original,0.500455,-0.09611,-0.00091,-0.0952,10,0,0
53,2026-senate-ga,malecns,real,paraphrase,0.497068,-0.089336,0.005864,-0.0952,10,0,0
28,2026-senate-ga,malecns,rewired,negation,0.507736,0.05641,-0.015473,0.071883,10,0,0
25,2026-senate-ga,malecns,rewired,original,0.507818,0.056248,-0.015635,0.071883,10,0,0
31,2026-senate-ga,malecns,rewired,paraphrase,0.513394,0.045095,-0.026788,0.071883,10,0,0
401,2026-senate-ia,n/a,coin,original,1.0,,,,1,0,
30,2026-senate-ia,malecns,er,negation,0.43776,0.353314,-0.124481,0.477795,10,0,1
27,2026-senate-ia,malecns,er,original,0.422944,0.323682,-0.154112,0.477795,10,0,1
33,2026-senate-ia,malecns,er,paraphrase,0.437294,0.352384,-0.125411,0.477795,10,0,1
311,2026-senate-ia,malecns,no_brain,negation,0.497925,0.001116,-0.00415,0.005267,1,0,1
310,2026-senate-ia,malecns,no_brain,original,0.497721,0.000709,-0.004558,0.005267,1,0,1
312,2026-senate-ia,malecns,no_brain,paraphrase,0.496966,-0.000802,-0.006069,0.005267,1,0,1
61,2026-senate-ia,malecns,real,negation,0.499325,-0.096551,-0.001351,-0.0952,10,0,1
57,2026-senate-ia,malecns,real,original,0.500779,-0.093642,0.001558,-0.0952,10,0,1
64,2026-senate-ia,malecns,real,paraphrase,0.500717,-0.093767,0.001433,-0.0952,10,0,1
37,2026-senate-ia,malecns,rewired,negation,0.510681,0.093245,0.021362,0.071883,10,0,1
34,2026-senate-ia,malecns,rewired,original,0.514847,0.101577,0.029694,0.071883,10,0,1
39,2026-senate-ia,malecns,rewired,paraphrase,0.515116,0.102116,0.030233,0.071883,10,0,1
402,2026-senate-me,n/a,coin,original,0.0,,,,1,0,
38,2026-senate-me,malecns,er,negation,0.535119,0.407556,-0.070239,0.477795,10,0,0
35,2026-senate-me,malecns,er,original,0.531887,0.414021,-0.063774,0.477795,10,0,0
41,2026-senate-me,malecns,er,paraphrase,0.539864,0.398067,-0.079728,0.477795,10,0,0
314,2026-senate-me,malecns,no_brain,negation,0.49944,0.006387,0.001121,0.005267,1,0,0
313,2026-senate-me,malecns,no_brain,original,0.499363,0.00654,0.001273,0.005267,1,0,0
315,2026-senate-me,malecns,no_brain,paraphrase,0.50042,0.004427,-0.00084,0.005267,1,0,0
71,2026-senate-me,malecns,real,negation,0.49991,-0.095021,0.000179,-0.0952,10,0,0
67,2026-senate-me,malecns,real,original,0.500885,-0.096969,-0.001769,-0.0952,10,0,0
75,2026-senate-me,malecns,real,paraphrase,0.499687,-0.094575,0.000625,-0.0952,10,0,0
45,2026-senate-me,malecns,rewired,negation,0.487889,0.096104,0.024221,0.071883,10,0,0
42,2026-senate-me,malecns,rewired,original,0.490639,0.090604,0.018722,0.071883,10,0,0
48,2026-senate-me,malecns,rewired,paraphrase,0.485465,0.100952,0.029069,0.071883,10,0,0
403,2026-senate-mi,n/a,coin,original,1.0,,,,1,0,
47,2026-senate-mi,malecns,er,negation,0.477011,0.431816,-0.045979,0.477795,10,0,1
44,2026-senate-mi,malecns,er,original,0.476744,0.431282,-0.046513,0.477795,10,0,1
49,2026-senate-mi,malecns,er,paraphrase,0.485557,0.448909,-0.028886,0.477795,10,0,1
317,2026-senate-mi,malecns,no_brain,negation,0.497551,0.000368,-0.004898,0.005267,1,0,1
316,2026-senate-mi,malecns,no_brain,original,0.497076,-0.000581,-0.005848,0.005267,1,0,1
318,2026-senate-mi,malecns,no_brain,paraphrase,0.497516,0.000299,-0.004968,0.005267,1,0,1
81,2026-senate-mi,malecns,real,negation,0.493203,-0.108794,-0.013594,-0.0952,10,0,1
78,2026-senate-mi,malecns,real,original,0.501684,-0.091832,0.003368,-0.0952,10,0,1
85,2026-senate-mi,malecns,real,paraphrase,0.498186,-0.098827,-0.003627,-0.0952,10,0,1
54,2026-senate-mi,malecns,rewired,negation,0.496639,0.065161,-0.006722,0.071883,10,0,1
51,2026-senate-mi,malecns,rewired,original,0.501598,0.075078,0.003196,0.071883,10,0,1
56,2026-senate-mi,malecns,rewired,paraphrase,0.502262,0.076406,0.004524,0.071883,10,0,1
405,2026-senate-nc,n/a,coin,original,1.0,,,,1,0,
63,2026-senate-nc,malecns,er,negation,0.445561,0.368917,-0.108877,0.477795,10,0,1
60,2026-senate-nc,malecns,er,original,0.453585,0.384965,-0.09283,0.477795,10,0,1
66,2026-senate-nc,malecns,er,paraphrase,0.441708,0.36121,-0.116584,0.477795,10,0,1
323,2026-senate-nc,malecns,no_brain,negation,0.498404,0.002074,-0.003192,0.005267,1,0,1
322,2026-senate-nc,malecns,no_brain,original,0.497086,-0.000562,-0.005829,0.005267,1,0,1
324,2026-senate-nc,malecns,no_brain,paraphrase,0.496593,-0.001548,-0.006815,0.005267,1,0,1
103,2026-senate-nc,malecns,real,negation,0.496643,-0.101914,-0.006714,-0.0952,10,0,1
99,2026-senate-nc,malecns,real,original,0.50154,-0.092119,0.003081,-0.0952,10,0,1
106,2026-senate-nc,malecns,real,paraphrase,0.500307,-0.094587,0.000613,-0.0952,10,0,1
70,2026-senate-nc,malecns,rewired,negation,0.511402,0.094687,0.022804,0.071883,10,0,1
68,2026-senate-nc,malecns,rewired,original,0.518859,0.109601,0.037718,0.071883,10,0,1
73,2026-senate-nc,malecns,rewired,paraphrase,0.519465,0.110814,0.038931,0.071883,10,0,1
404,2026-senate-nh,n/a,coin,original,1.0,,,,1,0,
55,2026-senate-nh,malecns,er,negation,0.487942,0.453679,-0.024116,0.477795,10,0,1
52,2026-senate-nh,malecns,er,original,0.499001,0.475798,-0.001997,0.477795,10,0,1
58,2026-senate-nh,malecns,er,paraphrase,0.476463,0.43072,-0.047075,0.477795,10,0,1
320,2026-senate-nh,malecns,no_brain,negation,0.498542,0.002351,-0.002915,0.005267,1,0,1
319,2026-senate-nh,malecns,no_brain,original,0.497953,0.001174,-0.004093,0.005267,1,0,1
321,2026-senate-nh,malecns,no_brain,paraphrase,0.497799,0.000866,-0.004401,0.005267,1,0,1
92,2026-senate-nh,malecns,real,negation,0.493395,-0.108409,-0.013209,-0.0952,10,0,1
89,2026-senate-nh,malecns,real,original,0.49298,-0.10924,-0.01404,-0.0952,10,0,1
96,2026-senate-nh,malecns,real,paraphrase,0.490534,-0.114132,-0.018932,-0.0952,10,0,1
62,2026-senate-nh,malecns,rewired,negation,0.504553,0.080989,0.009106,0.071883,10,0,1
59,2026-senate-nh,malecns,rewired,original,0.510758,0.0934,0.021517,0.071883,10,0,1
65,2026-senate-nh,malecns,rewired,paraphrase,0.510783,0.093449,0.021566,0.071883,10,0,1
406,2026-senate-oh,n/a,coin,original,1.0,,,,1,0,
72,2026-senate-oh,malecns,er,negation,0.534949,0.407897,-0.069898,0.477795,10,0,0
69,2026-senate-oh,malecns,er,original,0.543603,0.39059,-0.087205,0.477795,10,0,0
74,2026-senate-oh,malecns,er,paraphrase,0.542997,0.391801,-0.085994,0.477795,10,0,0
326,2026-senate-oh,malecns,no_brain,negation,0.498095,0.009077,0.003811,0.005267,1,0,0
325,2026-senate-oh,malecns,no_brain,original,0.499534,0.006198,0.000931,0.005267,1,0,0
327,2026-senate-oh,malecns,no_brain,paraphrase,0.499933,0.005401,0.000135,0.005267,1,0,0
112,2026-senate-oh,malecns,real,negation,0.505049,-0.105298,-0.010098,-0.0952,10,0,0
109,2026-senate-oh,malecns,real,original,0.499909,-0.095019,0.000181,-0.0952,10,0,0
115,2026-senate-oh,malecns,real,paraphrase,0.500437,-0.096073,-0.000874,-0.0952,10,0,0
80,2026-senate-oh,malecns,rewired,negation,0.500704,0.070475,-0.001408,0.071883,10,0,0
77,2026-senate-oh,malecns,rewired,original,0.492327,0.087228,0.015345,0.071883,10,0,0
83,2026-senate-oh,malecns,rewired,paraphrase,0.501557,0.068768,-0.003115,0.071883,10,0,0
409,2026-senate-ok,n/a,coin,original,1.0,,,,1,0,
95,2026-senate-ok,malecns,er,negation,0.548985,0.379825,-0.09797,0.477795,10,0,0
93,2026-senate-ok,malecns,er,original,0.570615,0.336566,-0.141229,0.477795,10,0,0
98,2026-senate-ok,malecns,er,paraphrase,0.569819,0.338156,-0.139639,0.477795,10,0,0
335,2026-senate-ok,malecns,no_brain,negation,0.497903,0.009461,0.004195,0.005267,1,0,0
334,2026-senate-ok,malecns,no_brain,original,0.498092,0.009084,0.003817,0.005267,1,0,0
336,2026-senate-ok,malecns,no_brain,paraphrase,0.498356,0.008554,0.003287,0.005267,1,0,0
139,2026-senate-ok,malecns,real,negation,0.501467,-0.098133,-0.002933,-0.0952,10,0,0
135,2026-senate-ok,malecns,real,original,0.500696,-0.096593,-0.001393,-0.0952,10,0,0
142,2026-senate-ok,malecns,real,paraphrase,0.498487,-0.092174,0.003026,-0.0952,10,0,0
105,2026-senate-ok,malecns,rewired,negation,0.497608,0.076667,0.004784,0.071883,10,0,0
102,2026-senate-ok,malecns,rewired,original,0.496543,0.078796,0.006913,0.071883,10,0,0
108,2026-senate-ok,malecns,rewired,paraphrase,0.498831,0.07422,0.002338,0.071883,10,0,0
410,2026-senate-sc,n/a,coin,original,0.0,,,,1,0,
104,2026-senate-sc,malecns,er,negation,0.419606,0.317008,-0.160787,0.477795,10,0,1
101,2026-senate-sc,malecns,er,original,0.409516,0.296826,-0.180969,0.477795,10,0,1
107,2026-senate-sc,malecns,er,paraphrase,0.418916,0.315628,-0.162167,0.477795,10,0,1
338,2026-senate-sc,malecns,no_brain,negation,0.496122,-0.00249,-0.007756,0.005267,1,0,1
337,2026-senate-sc,malecns,no_brain,original,0.495875,-0.002984,-0.008251,0.005267,1,0,1
339,2026-senate-sc,malecns,no_brain,paraphrase,0.496049,-0.002636,-0.007903,0.005267,1,0,1
148,2026-senate-sc,malecns,real,negation,0.504326,-0.086547,0.008652,-0.0952,10,0,1
145,2026-senate-sc,malecns,real,original,0.500597,-0.094006,0.001194,-0.0952,10,0,1
151,2026-senate-sc,malecns,real,paraphrase,0.499893,-0.095414,-0.000215,-0.0952,10,0,1
114,2026-senate-sc,malecns,rewired,negation,0.499814,0.07151,-0.000372,0.071883,10,0,1
111,2026-senate-sc,malecns,rewired,original,0.496768,0.065418,-0.006464,0.071883,10,0,1
117,2026-senate-sc,malecns,rewired,paraphrase,0.494949,0.06178,-0.010103,0.071883,10,0,1
407,2026-senate-tx,n/a,coin,original,0.0,,,,1,0,
79,2026-senate-tx,malecns,er,negation,0.598571,0.280653,-0.197142,0.477795,10,0,0
76,2026-senate-tx,malecns,er,original,0.618136,0.241522,-0.236273,0.477795,10,0,0
82,2026-senate-tx,malecns,er,paraphrase,0.619177,0.23944,-0.238355,0.477795,10,0,0
329,2026-senate-tx,malecns,no_brain,negation,0.500375,0.004516,-0.000751,0.005267,1,0,0
328,2026-senate-tx,malecns,no_brain,original,0.500976,0.003314,-0.001952,0.005267,1,0,0
330,2026-senate-tx,malecns,no_brain,paraphrase,0.501111,0.003044,-0.002222,0.005267,1,0,0
120,2026-senate-tx,malecns,real,negation,0.499556,-0.094312,0.000888,-0.0952,10,0,0
118,2026-senate-tx,malecns,real,original,0.502069,-0.099338,-0.004138,-0.0952,10,0,0
123,2026-senate-tx,malecns,real,paraphrase,0.503619,-0.102438,-0.007238,-0.0952,10,0,0
88,2026-senate-tx,malecns,rewired,negation,0.498437,0.075009,0.003126,0.071883,10,0,0
86,2026-senate-tx,malecns,rewired,original,0.487402,0.09708,0.025197,0.071883,10,0,0
91,2026-senate-tx,malecns,rewired,paraphrase,0.497266,0.077352,0.005469,0.071883,10,0,0
